week,market_data,cash,shares_held,portfolio_value,last_profit
10,"{'Close': 61804.640625, 'High': 62258.26171875, 'Low': 60239.75, 'Open': 60266.28125, 'Volume': 29201215431.0, 'Rsi_14': 34.265746666865894, 'Sma_10': 64167.067187500004, 'Sma_50': 66451.72171875, 'Roc_5': -4.664627959182788, 'Bbl_20_2.0': 60704.593613060606, 'Bbm_20_2.0': 66238.40898437501, 'Bbu_20_2.0': 71772.22435568942, 'Bbb_20_2.0': 16.70878107177901, 'Bbp_20_2.0': 0.09939317976180577, 'Macd_12_26_9': -1451.0272083374075, 'Macdh_12_26_9': -656.2609714583582, 'Macds_12_26_9': -794.7662368790493, 'Price_vs_sma10': -0.036816807531453055, 'Sma10_vs_sma50': -0.034380667229655305, 'Bb_position': 0.0153269182028938}",92345.15597012235,0.28093743654683695,109708.39327400834,429.05511549497896
11,"{'Close': 60811.27734375, 'High': 62434.13671875, 'Low': 60695.1875, 'Open': 61789.67578125, 'Volume': 22506003064.0, 'Rsi_14': 31.717928717618253, 'Sma_10': 63584.290234375, 'Sma_50': 66421.2509375, 'Roc_5': -5.124986996169759, 'Bbl_20_2.0': 60130.06611267934, 'Bbm_20_2.0': 65741.11464843752, 'Bbu_20_2.0': 71352.1631841957, 'Bbb_20_2.0': 17.070135076851898, 'Bbp_20_2.0': 0.06070266784625229, 'Macd_12_26_9': -1613.7441766755437, 'Macdh_12_26_9': -655.1823518371955, 'Macds_12_26_9': -958.5618248383482, 'Price_vs_sma10': -0.04361160406766409, 'Sma10_vs_sma50': -0.04271164217901389, 'Bb_position': 0.00954716998995686}",55407.09358207341,0.878595832656133,108835.62843478846,-872.7648392198753
12,"{'Close': 61604.80078125, 'High': 62293.86328125, 'Low': 60585.33203125, 'Open': 60811.2265625, 'Volume': 21231745045.0, 'Rsi_14': 35.82302879715427, 'Sma_10': 63095.740625000006, 'Sma_50': 66429.588125, 'Roc_5': -4.120888874838436, 'Bbl_20_2.0': 59721.740794598816, 'Bbm_20_2.0': 65354.225390625004, 'Bbu_20_2.0': 70986.7099866512, 'Bbb_20_2.0': 17.23678786600435, 'Bbp_20_2.0': 0.16716068677575371, 'Macd_12_26_9': -1659.537718944157, 'Macdh_12_26_9': -560.7807152846469, 'Macds_12_26_9': -1098.75700365951, 'Price_vs_sma10': -0.02362980177396096, 'Sma10_vs_sma50': -0.05018618350796811, 'Bb_position': 0.02652693704223349}",33244.25614924404,1.2430485855155857,109822.01662134631,986.3881865578442
13,"{'Close': 60320.13671875, 'High': 62126.09765625, 'Low': 59985.40234375, 'Open': 61612.8046875, 'Volume': 24952866877.0, 'Rsi_14': 32.424401570868675, 'Sma_10': 62613.67968750001, 'Sma_50': 66374.991640625, 'Roc_5': -4.5277367455647495, 'Bbl_20_2.0': 59167.10192181369, 'Bbm_20_2.0': 64904.9435546875, 'Bbu_20_2.0': 70642.78518756131, 'Bbb_20_2.0': 17.680753787388255, 'Bbp_20_2.0': 0.10047635249552947, 'Macd_12_26_9': -1778.9840636680674, 'Macdh_12_26_9': -544.1816480068458, 'Macds_12_26_9': -1234.8024156612216, 'Price_vs_sma10': -0.03663006199598716, 'Sma10_vs_sma50': -0.056667607183891064, 'Bb_position': 0.016322046106689057}",9973.276844773216,1.6207947840156476,107739.83980963397,-2082.176811712343
14,"{'Close': 60887.37890625, 'High': 61097.62109375, 'Low': 60300.96484375, 'Open': 60319.875, 'Volume': 12652903396.0, 'Rsi_14': 35.341367629058304, 'Sma_10': 62206.387890625, 'Sma_50': 66376.883671875, 'Roc_5': 1.0119293490552599, 'Bbl_20_2.0': 58919.21873735291, 'Bbm_20_2.0': 64466.912890625, 'Bbu_20_2.0': 70014.6070438971, 'Bbb_20_2.0': 17.210981275571076, 'Bbp_20_2.0': 0.17738542487388642, 'Macd_12_26_9': -1807.043970489729, 'Macdh_12_26_9': -457.79324386280587, 'Macds_12_26_9': -1349.250726626923, 'Price_vs_sma10': -0.021203754615911206, 'Sma10_vs_sma50': -0.06283054507147798, 'Bb_position': 0.02811070792217848}",5983.966106863929,1.6869304222107322,108696.73791248907,956.8981028551061
15,"{'Close': 62678.29296875, 'High': 62892.828125, 'Low': 60632.94921875, 'Open': 60888.4453125, 'Volume': 17333226409.0, 'Rsi_14': 43.61665724696847, 'Sma_10': 61991.35156250001, 'Sma_50': 66414.5753125, 'Roc_5': 1.4135707851630275, 'Bbl_20_2.0': 59065.598886738335, 'Bbm_20_2.0': 64125.213476562494, 'Bbu_20_2.0': 69184.82806638665, 'Bbb_20_2.0': 15.78042182011113, 'Bbp_20_2.0': 0.3570127741821954, 'Macd_12_26_9': -1665.5701948316055, 'Macdh_12_26_9': -253.05557456374572, 'Macds_12_26_9': -1412.5146202678598, 'Price_vs_sma10': 0.011081245834064689, 'Sma10_vs_sma50': -0.066600196254925, 'Bb_position': 0.05221801055204021}",5434.837194268022,1.6959491864022638,111734.03715970232,3037.2992472132464
16,"{'Close': 62851.98046875, 'High': 63777.2265625, 'Low': 62495.51171875, 'Open': 62673.60546875, 'Volume': 25468379421.0, 'Rsi_14': 44.360393985061485, 'Sma_10': 61866.9296875, 'Sma_50': 66442.64703124999, 'Roc_5': 3.3557971714102424, 'Bbl_20_2.0': 59046.85915469213, 'Bbm_20_2.0': 63901.21093749999, 'Bbu_20_2.0': 68755.56272030785, 'Bbb_20_2.0': 15.193301383774294, 'Bbp_20_2.0': 0.3919288799314115, 'Macd_12_26_9': -1521.8926475800108, 'Macdh_12_26_9': -87.5024218497208, 'Macds_12_26_9': -1434.39022573029, 'Price_vs_sma10': 0.015922089333116302, 'Sma10_vs_sma50': -0.06886717414491161, 'Bb_position': 0.05534274120534508}",8149.974297248788,1.6526305672379786,112021.07843134945,287.0412716471328
17,"{'Close': 62029.015625, 'High': 63203.359375, 'Low': 61752.74609375, 'Open': 62844.41015625, 'Volume': 20151616992.0, 'Rsi_14': 41.56288492478545, 'Sma_10': 61644.57343750001, 'Sma_50': 66425.19835937499, 'Roc_5': 0.6886067942274943, 'Bbl_20_2.0': 59126.17833768164, 'Bbm_20_2.0': 63590.60234375, 'Bbu_20_2.0': 68055.02634981836, 'Bbb_20_2.0': 14.041143947450431, 'Bbp_20_2.0': 0.325107705201457, 'Macd_12_26_9': -1457.630879889104, 'Macdh_12_26_9': -18.59252332705114, 'Macds_12_26_9': -1439.038356562053, 'Price_vs_sma10': 0.006236431952761694, 'Sma10_vs_sma50': -0.07197005112443539, 'Bb_position': 0.04265426733357086}",8149.974297248788,1.6526305672379786,110661.02157480597,-1360.0568565434805
18,"{'Close': 60173.921875, 'High': 62187.703125, 'Low': 59419.38671875, 'Open': 62034.33203125, 'Volume': 29756701685.0, 'Rsi_14': 36.04480430025027, 'Sma_10': 61343.8859375, 'Sma_50': 66397.621015625, 'Roc_5': -0.2423980642347423, 'Bbl_20_2.0': 58809.214071385184, 'Bbm_20_2.0': 63261.47851562499, 'Bbu_20_2.0': 67713.7429598648, 'Bbb_20_2.0': 14.075752096562654, 'Bbp_20_2.0': 0.1532599670017837, 'Macd_12_26_9': -1538.6568495912215, 'Macdh_12_26_9': -79.69479442333477, 'Macds_12_26_9': -1458.9620551678868, 'Price_vs_sma10': -0.01907221958015533, 'Sma10_vs_sma50': -0.07611319503353486, 'Bb_position': 0.020154074253784845}",8149.974297248788,1.6526305672379786,107595.23693846384,-3065.7846363421268
19,"{'Close': 56977.703125, 'High': 60399.67578125, 'Low': 56777.8046875, 'Open': 60147.13671875, 'Volume': 41149609230.0, 'Rsi_14': 28.920486722269704, 'Sma_10': 61013.914843750004, 'Sma_50': 66211.825234375, 'Roc_5': -6.421159608906531, 'Bbl_20_2.0': 57741.78807613135, 'Bbm_20_2.0': 62809.80898437499, 'Bbu_20_2.0': 67877.82989261864, 'Bbb_20_2.0': 16.137673367242375, 'Bbp_20_2.0': -0.07538297147595514, 'Macd_12_26_9': -1839.5732007869956, 'Macdh_12_26_9': -304.48891649528696, 'Macds_12_26_9': -1535.0842842917086, 'Price_vs_sma10': -0.06615231507577088, 'Sma10_vs_sma50': -0.07850426071514514, 'Bb_position': -0.011256767523948791}",8149.974297248788,1.6526305672379786,102313.06813263468,-5282.168805829162
20,"{'Close': 56662.375, 'High': 57497.15234375, 'Low': 53717.375, 'Open': 57022.80859375, 'Volume': 55417544033.0, 'Rsi_14': 28.32565857435549, 'Sma_10': 60499.688281250004, 'Sma_50': 66040.44109374999, 'Roc_5': -9.59808840318833, 'Bbl_20_2.0': 56830.80938019616, 'Bbm_20_2.0': 62333.377734375, 'Bbu_20_2.0': 67835.94608855383, 'Bbb_20_2.0': 17.655286955978106, 'Bbp_20_2.0': -0.01530506931987895, 'Macd_12_26_9': -2079.5244579826976, 'Macdh_12_26_9': -435.5521389527912, 'Macds_12_26_9': -1643.9723190299064, 'Price_vs_sma10': -0.06342699260550175, 'Sma10_vs_sma50': -0.08389939135376792, 'Bb_position': -0.002482966478808778}",6519.979437799031,1.6812381588053995,101782.92645634014,-530.1416762945446
21,"{'Close': 58303.5390625, 'High': 58472.546875, 'Low': 56038.9609375, 'Open': 56659.07421875, 'Volume': 20610320577.0, 'Rsi_14': 35.73430847320673, 'Sma_10': 60248.914453125006, 'Sma_50': 65865.47437499999, 'Roc_5': -7.236751129125493, 'Bbl_20_2.0': 56525.60582836689, 'Bbm_20_2.0': 61916.60234375, 'Bbu_20_2.0': 67307.5988591331, 'Bbb_20_2.0': 17.4137349638575, 'Bbp_20_2.0': 0.16489838465484186, 'Macd_12_26_9': -2112.903102275821, 'Macdh_12_26_9': -375.14462659673154, 'Macds_12_26_9': -1737.7584756790893, 'Price_vs_sma10': -0.03228896998863857, 'Sma10_vs_sma50': -0.08527320231381824, 'Bb_position': 0.02641504472406029}",6519.979437799031,1.6812381588053995,104542.11410307522,2759.187646735081
22,"{'Close': 55849.109375, 'High': 58371.12109375, 'Low': 55793.32421875, 'Open': 58239.4296875, 'Volume': 20553359505.0, 'Rsi_14': 30.634343239527176, 'Sma_10': 59673.345312499994, 'Sma_50': 65643.64046874999, 'Roc_5': -9.96292813569859, 'Bbl_20_2.0': 55797.29146522535, 'Bbm_20_2.0': 61384.54296875, 'Bbu_20_2.0': 66971.79447227465, 'Bbb_20_2.0': 18.204099055910664, 'Bbp_20_2.0': 0.004637155651750982, 'Macd_12_26_9': -2310.770754758749, 'Macdh_12_26_9': -458.4098232637275, 'Macds_12_26_9': -1852.3609314950213, 'Price_vs_sma10': -0.06408616640265545, 'Sma10_vs_sma50': -0.09095009224986823, 'Bb_position': 0.0007737273606443208}",5227.105962652923,1.7034130301071257,100361.20659190595,-4180.9075111692655
23,"{'Close': 56705.09765625, 'High': 58131.3359375, 'Low': 54321.01953125, 'Open': 55849.57421875, 'Volume': 39766159899.0, 'Rsi_14': 34.163342091719564, 'Sma_10': 59311.84140625, 'Sma_50': 65452.17507812499, 'Roc_5': -5.76466367931914, 'Bbl_20_2.0': 55296.37415052259, 'Bbm_20_2.0': 60962.760546875004, 'Bbu_20_2.0': 66629.14694322742, 'Bbb_20_2.0': 18.58966472489532, 'Bbp_20_2.0': 0.12430528093126839, 'Macd_12_26_9': -2371.1777335016814, 'Macdh_12_26_9': -415.05344160532786, 'Macds_12_26_9': -1956.1242918963535, 'Price_vs_sma10': -0.04394980307802946, 'Sma10_vs_sma50': -0.09381405071024398, 'Bb_position': 0.021142751638824626}",5227.105962652923,1.7034130301071257,101819.3081838062,1458.101591900253
24,"{'Close': 58009.2265625, 'High': 58239.1953125, 'Low': 56316.875, 'Open': 56704.59765625, 'Volume': 27849512607.0, 'Rsi_14': 39.235516848237296, 'Sma_10': 59024.026171875, 'Sma_50': 65183.39570312499, 'Roc_5': 1.810398420654132, 'Bbl_20_2.0': 55131.45327188599, 'Bbm_20_2.0': 60615.20703125, 'Bbu_20_2.0': 66098.960790614, 'Bbb_20_2.0': 18.093656783311392, 'Bbp_20_2.0': 0.26239081994700714, 'Macd_12_26_9': -2287.450094884305, 'Macdh_12_26_9': -265.0606423903612, 'Macds_12_26_9': -2022.389452493944, 'Price_vs_sma10': -0.01719299199312415, 'Sma10_vs_sma50': -0.09449292208252817, 'Bb_position': 0.04353734546190702}",5090.965548780641,1.7058138797573208,104043.9093730802,2224.6011892739916
25,"{'Close': 57742.49609375, 'High': 59359.43359375, 'Low': 57178.4140625, 'Open': 58033.8828125, 'Volume': 26175260526.0, 'Rsi_14': 38.58082826272039, 'Sma_10': 58530.446484374996, 'Sma_50': 64935.51499999999, 'Roc_5': 1.9062404174727938, 'Bbl_20_2.0': 55012.77117344624, 'Bbm_20_2.0': 60260.8990234375, 'Bbu_20_2.0': 65509.02687342876, 'Bbb_20_2.0': 17.418020424654085, 'Bbp_20_2.0': 0.2600665416628812, 'Macd_12_26_9': -2217.0613545016313, 'Macdh_12_26_9': -155.73752160614958, 'Macds_12_26_9': -2061.3238328954817, 'Price_vs_sma10': -0.013462230991785498, 'Sma10_vs_sma50': -0.09863737148500319, 'Bb_position': 0.04166944695389707}",24881.55431364055,1.3646511038058566,103679.91534448185,-363.99402859834663
26,"{'Close': 57344.9140625, 'High': 59299.43359375, 'Low': 57120.37890625, 'Open': 57729.890625, 'Volume': 28707803842.0, 'Rsi_14': 37.57439227073126, 'Sma_10': 57979.73984375, 'Sma_50': 64699.9665625, 'Roc_5': -1.6441969311200422, 'Bbl_20_2.0': 54848.257036212366, 'Bbm_20_2.0': 59923.334765625, 'Bbu_20_2.0': 64998.41249503763, 'Bbb_20_2.0': 16.938569087526645, 'Bbp_20_2.0': 0.2459722943570154, 'Macd_12_26_9': -2168.363770033706, 'Macdh_12_26_9': -85.63194971057919, 'Macds_12_26_9': -2082.7318203231266, 'Price_vs_sma10': -0.010949096752776019, 'Sma10_vs_sma50': -0.10386754546864062, 'Bb_position': 0.03841104621560171}",7464.466294092166,1.6662848951693303,103017.43041121923,-662.4849332626181
27,"{'Close': 57899.46484375, 'High': 58532.5546875, 'Low': 56590.17578125, 'Open': 57341.1953125, 'Volume': 25604805221.0, 'Rsi_14': 39.928270566574476, 'Sma_10': 57566.78476562501, 'Sma_50': 64499.364609375, 'Roc_5': 3.671241120396112, 'Bbl_20_2.0': 54888.88792455147, 'Bbm_20_2.0': 59605.679101562506, 'Bbu_20_2.0': 64322.47027857354, 'Bbb_20_2.0': 15.826650239062172, 'Bbp_20_2.0': 0.31913400511259127, 'Macd_12_26_9': -2061.2620244957798, 'Macdh_12_26_9': 17.175836661877383, 'Macds_12_26_9': -2078.437861157657, 'Price_vs_sma10': 0.005779028296950246, 'Sma10_vs_sma50': -0.10748291685872419, 'Bb_position': 0.046804435621953785}",5150.871917214804,1.7066301361501746,103963.84348652611,946.4130753068748
28,"{'Close': 59231.953125, 'High': 59787.078125, 'Low': 57796.44140625, 'Open': 57908.73828125, 'Volume': 17080061806.0, 'Rsi_14': 45.2685607252049, 'Sma_10': 57472.58789062501, 'Sma_50': 64313.481640624996, 'Roc_5': 4.45613458611422, 'Bbl_20_2.0': 55001.13496740087, 'Bbm_20_2.0': 59408.2369140625, 'Bbu_20_2.0': 63815.338860724136, 'Bbb_20_2.0': 14.836669713113235, 'Bbp_20_2.0': 0.48000003276574577, 'Macd_12_26_9': -1847.564873510266, 'Macdh_12_26_9': 184.69839011791305, 'Macds_12_26_9': -2032.263263628179, 'Price_vs_sma10': 0.030612250099529316, 'Sma10_vs_sma50': -0.10636795856001038, 'Bb_position': 0.06629782483538667}",24913.466231077065,1.3653041089201396,105783.09521200467,1819.2517254785635
29,"{'Close': 60787.79296875, 'High': 61329.52734375, 'Low': 59225.25, 'Open': 59225.25, 'Volume': 22223416061.0, 'Rsi_14': 50.77153164086544, 'Sma_10': 57853.596875, 'Sma_50': 64143.91859374999, 'Roc_5': 4.789869768831225, 'Bbl_20_2.0': 54999.634986190766, 'Bbm_20_2.0': 59433.755859375, 'Bbu_20_2.0': 63867.876732559234, 'Bbb_20_2.0': 14.921220471665016, 'Bbp_20_2.0': 0.652683829343001, 'Macd_12_26_9': -1534.9708802337482, 'Macdh_12_26_9': 397.8339067155448, 'Macds_12_26_9': -1932.804786949293, 'Price_vs_sma10': 0.050717608796039045, 'Sma10_vs_sma50': -0.09806575364672064, 'Bb_position': 0.09062706134410269}",7474.039869323122,1.6597300976250993,108365.36942776089,2582.274215756217
30,"{'Close': 64870.15234375, 'High': 64870.15234375, 'Low': 60704.9296875, 'Open': 60815.45703125, 'Volume': 38094526099.0, 'Rsi_14': 61.663450505597645, 'Sma_10': 58674.37460937501, 'Sma_50': 64070.959765625, 'Roc_5': 12.343865839169172, 'Bbl_20_2.0': 54627.0818133717, 'Bbm_20_2.0': 59587.031445312496, 'Bbu_20_2.0': 64546.981077253295, 'Bbb_20_2.0': 16.64774871858793, 'Bbp_20_2.0': 1.032578079464312, 'Macd_12_26_9': -946.9102130771207, 'Macdh_12_26_9': 788.7156590977379, 'Macds_12_26_9': -1735.6258721748586, 'Price_vs_sma10': 0.10559597397711382, 'Sma10_vs_sma50': -0.08422825529679882, 'Bb_position': 0.15869170578433167}",5605.529901992341,1.6904683408821188,115266.4687073017,6901.099279540809
31,"{'Close': 65097.1484375, 'High': 65354.33984375, 'Low': 62487.96875, 'Open': 64784.41796875, 'Volume': 41617346768.0, 'Rsi_14': 62.164726360828084, 'Sma_10': 59353.735546875, 'Sma_50': 63985.011640625, 'Roc_5': 13.518608409720294, 'Bbl_20_2.0': 54280.08556315267, 'Bbm_20_2.0': 59801.325, 'Bbu_20_2.0': 65322.56443684732, 'Bbb_20_2.0': 18.465274596665964, 'Bbp_20_2.0': 0.9795864676830573, 'Macd_12_26_9': -457.2799710674881, 'Macdh_12_26_9': 1022.6767208858964, 'Macds_12_26_9': -1479.9566919533845, 'Price_vs_sma10': 0.09676582000620836, 'Sma10_vs_sma50': -0.07238064001241089, 'Bb_position': 0.1655945838563192}",5605.529901992341,1.6904683408821188,115650.19841728998,383.7297099882853
32,"{'Close': 64118.79296875, 'High': 66066.734375, 'Low': 63896.0859375, 'Open': 65091.83203125, 'Volume': 32525071311.0, 'Rsi_14': 58.60774373238106, 'Sma_10': 60180.703906250004, 'Sma_50': 63901.463124999995, 'Roc_5': 10.741598634432542, 'Bbl_20_2.0': 54125.54747810779, 'Bbm_20_2.0': 59927.024609374996, 'Bbu_20_2.0': 65728.5017406422, 'Bbb_20_2.0': 19.361806026857607, 'Bbp_20_2.0': 0.8612673345537611, 'Macd_12_26_9': -146.50081633267837, 'Macdh_12_26_9': 1066.764700496565, 'Macds_12_26_9': -1213.2655168292433, 'Price_vs_sma10': 0.06543773679740907, 'Sma10_vs_sma50': -0.058226510580386505, 'Bb_position': 0.15203823647273318}",5605.529901992341,1.6904683408821188,113996.31947123921,-1653.8789460507687
33,"{'Close': 63974.06640625, 'High': 65104.66015625, 'Low': 63246.1640625, 'Open': 64104.73828125, 'Volume': 27239305337.0, 'Rsi_14': 58.07833858987766, 'Sma_10': 60907.60078125, 'Sma_50': 63829.382578125, 'Roc_5': 8.006005257403032, 'Bbl_20_2.0': 54032.535970356395, 'Bbm_20_2.0': 60109.721093750006, 'Bbu_20_2.0': 66186.90621714362, 'Bbb_20_2.0': 20.220307174326575, 'Bbp_20_2.0': 0.8179387524023678, 'Macd_12_26_9': 87.11151149468787, 'Macdh_12_26_9': 1040.3016226591449, 'Macds_12_26_9': -953.1901111644571, 'Price_vs_sma10': 0.050346189731117895, 'Sma10_vs_sma50': -0.04577487167918056, 'Bb_position': 0.15020388478769184}",38122.7667727664,1.1833278386174833,113825.06050084555,-171.25897039366828
34,"{'Close': 66710.15625, 'High': 67442.640625, 'Low': 63329.34375, 'Open': 63972.32421875, 'Volume': 37003855410.0, 'Rsi_14': 64.5904313734005, 'Sma_10': 61777.69375, 'Sma_50': 63796.285859375, 'Roc_5': 9.742685154393726, 'Bbl_20_2.0': 53646.62376752746, 'Bbm_20_2.0': 60400.8599609375, 'Bbu_20_2.0': 67155.09615434754, 'Bbb_20_2.0': 22.364702084633056, 'Bbp_20_2.0': 0.9670621598352113, 'Macd_12_26_9': 487.4119665703183, 'Macdh_12_26_9': 1152.4816621878203, 'Macds_12_26_9': -665.069695617502, 'Price_vs_sma10': 0.07984212748310958, 'Sma10_vs_sma50': -0.03164121676024442, 'Bb_position': 0.1945277906005473}",22873.660063659838,1.421691718947854,117714.93677400227,3889.876273156726
35,"{'Close': 67163.6484375, 'High': 67610.734375, 'Low': 66299.6171875, 'Open': 66709.921875, 'Volume': 19029581250.0, 'Rsi_14': 65.54575168616373, 'Sma_10': 62719.808984375006, 'Sma_50': 63789.730546875006, 'Roc_5': 3.535518279033254, 'Bbl_20_2.0': 53280.4369582915, 'Bbm_20_2.0': 60625.127734375, 'Bbu_20_2.0': 67969.8185104585, 'Bbb_20_2.0': 24.229856663605815, 'Bbp_20_2.0': 0.9451188554061644, 'Macd_12_26_9': 831.6591418680837, 'Macdh_12_26_9': 1197.3830699884686, 'Macds_12_26_9': -365.72392812038487, 'Price_vs_sma10': 0.07085224787964613, 'Sma10_vs_sma50': -0.016772630223195292, 'Bb_position': 0.20425553257983603}",6862.098019097952,1.6617085761196115,118468.50863117425,753.5718571719772
36,"{'Close': 68154.5234375, 'High': 68372.90625, 'Low': 65842.296875, 'Open': 67164.9140625, 'Volume': 26652190004.0, 'Rsi_14': 67.60246646637125, 'Sma_10': 63800.769921875006, 'Sma_50': 63798.682265625, 'Roc_5': 4.696634297177236, 'Bbl_20_2.0': 52856.597122597734, 'Bbm_20_2.0': 60890.25488281251, 'Bbu_20_2.0': 68923.91264302727, 'Bbb_20_2.0': 26.38733497068159, 'Bbp_20_2.0': 0.9521146389047381, 'Macd_12_26_9': 1170.9350297296623, 'Macdh_12_26_9': 1229.3271662800378, 'Macds_12_26_9': -58.39213655037544, 'Price_vs_sma10': 0.06823982721456544, 'Sma10_vs_sma50': 3.272256065279387e-05, 'Bb_position': 0.22195382891470092}",10293.147028646927,1.6106236650200934,120064.43535525103,1595.9267240767804
37,"{'Close': 67585.25, 'High': 68480.0625, 'Low': 66611.296875, 'Open': 68152.9765625, 'Volume': 42649109453.0, 'Rsi_14': 65.19461471241074, 'Sma_10': 64769.348437500004, 'Sma_50': 63795.355234375, 'Roc_5': 5.406304253012794, 'Bbl_20_2.0': 52601.964898257895, 'Bbm_20_2.0': 61168.0666015625, 'Bbu_20_2.0': 69734.16830486711, 'Bbb_20_2.0': 28.00841085628099, 'Bbp_20_2.0': 0.8745684805471019, 'Macd_12_26_9': 1377.993356775296, 'Macdh_12_26_9': 1149.1083946605372, 'Macds_12_26_9': 228.88496211475885, 'Price_vs_sma10': 0.04347583587655255, 'Sma10_vs_sma50': 0.015267462647503017, 'Bb_position': 0.21486289240932044}",15439.72054297039,1.5351103571023432,119190.53780532154,-873.8975499294902
38,"{'Close': 65927.671875, 'High': 67779.015625, 'Low': 65484.4609375, 'Open': 67584.8046875, 'Volume': 35605668666.0, 'Rsi_14': 58.64472580904481, 'Sma_10': 65438.920312500006, 'Sma_50': 63737.813046875, 'Roc_5': 3.053745960658741, 'Bbl_20_2.0': 52647.19123380457, 'Bbm_20_2.0': 61455.7541015625, 'Bbu_20_2.0': 70264.31696932043, 'Bbb_20_2.0': 28.66635678475539, 'Bbp_20_2.0': 0.7538392380558528, 'Macd_12_26_9': 1392.2864593691556, 'Macdh_12_26_9': 930.7211978035174, 'Macds_12_26_9': 461.56526156563825, 'Price_vs_sma10': 0.007468820698232606, 'Sma10_vs_sma50': 0.026689137645402896, 'Bb_position': 0.1890074680010637}",23159.580814455585,1.4208863175155222,116835.30772729599,-2355.2300780255464
39,"{'Close': 65372.1328125, 'High': 67113.984375, 'Low': 65146.99609375, 'Open': 65927.859375, 'Volume': 27470942309.0, 'Rsi_14': 56.592585620995806, 'Sma_10': 65897.35429687501, 'Sma_50': 63633.900390625015, 'Roc_5': -2.005726732951551, 'Bbl_20_2.0': 53165.91685402171, 'Bbm_20_2.0': 61875.47558593751, 'Bbu_20_2.0': 70585.03431785331, 'Bbb_20_2.0': 28.151892650325678, 'Bbp_20_2.0': 0.7007367614244993, 'Macd_12_26_9': 1343.3017403544436, 'Macdh_12_26_9': 705.3891830310442, 'Macds_12_26_9': 637.9125573233994, 'Price_vs_sma10': -0.007970296986565343, 'Sma10_vs_sma50': 0.03556993823033775, 'Bb_position': 0.1729292345954266}",13895.748488673351,1.5614014011263406,115967.88825672807,-867.4194705679256
40,"{'Close': 65777.2265625, 'High': 66112.421875, 'Low': 63473.47265625, 'Open': 65375.875, 'Volume': 38315761670.0, 'Rsi_14': 57.75348499975647, 'Sma_10': 65988.06171875, 'Sma_50': 63527.78851562501, 'Roc_5': -2.0642444346812887, 'Bbl_20_2.0': 53818.5504492177, 'Bbm_20_2.0': 62331.218164062506, 'Bbu_20_2.0': 70843.88587890731, 'Bbb_20_2.0': 27.314299208587727, 'Bbp_20_2.0': 0.7024047286861776, 'Macd_12_26_9': 1321.9302882448683, 'Macdh_12_26_9': 547.2141847371751, 'Macds_12_26_9': 774.7161035076932, 'Price_vs_sma10': -0.003195049994779521, 'Sma10_vs_sma50': 0.038727512173981515, 'Bb_position': 0.16880322084143065}",8337.44909320401,1.64642691821344,116634.8455111281,666.9572544000257
41,"{'Close': 67912.0625, 'High': 68207.6015625, 'Low': 65743.765625, 'Open': 65771.8125, 'Volume': 30488630457.0, 'Rsi_14': 63.32078183085106, 'Sma_10': 66269.553125, 'Sma_50': 63470.88648437501, 'Roc_5': -0.35575179059442014, 'Bbl_20_2.0': 54172.46042424382, 'Bbm_20_2.0': 62811.644335937504, 'Bbu_20_2.0': 71450.82824763119, 'Bbb_20_2.0': 27.508224002188072, 'Bbp_20_2.0': 0.7951909703623022, 'Macd_12_26_9': 1460.4218431362824, 'Macdh_12_26_9': 548.5645917028713, 'Macds_12_26_9': 911.8572514334111, 'Price_vs_sma10': 0.024785279174915124, 'Sma10_vs_sma50': 0.04409370651084189, 'Bb_position': 0.19229451096267297}",5831.742703530252,1.6845207467407477,120231.02093873458,3596.1754276064894
42,"{'Close': 67813.3359375, 'High': 69398.5078125, 'Low': 66705.21875, 'Open': 67911.8125, 'Volume': 34691905492.0, 'Rsi_14': 62.90791218544919, 'Sma_10': 66639.007421875, 'Sma_50': 63440.30148437501, 'Roc_5': 0.33747886927990944, 'Bbl_20_2.0': 55152.144644807566, 'Bbm_20_2.0': 63409.855664062496, 'Bbu_20_2.0': 71667.56668331743, 'Bbb_20_2.0': 26.045512744905952, 'Bbp_20_2.0': 0.7666283830452335, 'Macd_12_26_9': 1544.4080154228723, 'Macdh_12_26_9': 506.0406111915688, 'Macds_12_26_9': 1038.3674042313035, 'Price_vs_sma10': 0.017622239001709974, 'Sma10_vs_sma50': 0.05042072409267796, 'Bb_position': 0.176665566847544}",5831.742703530252,1.6845207467407477,120064.71399594893,-166.30694278565352
43,"{'Close': 68255.8671875, 'High': 68301.8515625, 'Low': 67085.828125, 'Open': 67808.65625, 'Volume': 18043166945.0, 'Rsi_14': 64.03974949600122, 'Sma_10': 67067.1875, 'Sma_50': 63419.30335937501, 'Roc_5': 3.531438690743241, 'Bbl_20_2.0': 56096.55278101533, 'Bbm_20_2.0': 63987.394140624994, 'Bbu_20_2.0': 71878.23550023466, 'Bbb_20_2.0': 24.663737180070115, 'Bbp_20_2.0': 0.7704700837558185, 'Macd_12_26_9': 1627.910694389022, 'Macdh_12_26_9': 471.63463212617467, 'Macds_12_26_9': 1156.2760622628473, 'Price_vs_sma10': 0.017723714558628242, 'Sma10_vs_sma50': 0.057520091634461964, 'Bb_position': 0.16916545490943466}",28678.336962013986,1.3476165973925982,120661.07645331383,596.3624573648995
