week,market_data,cash,shares_held,portfolio_value,last_profit
78,"{'Close': 57325.48828125, 'High': 59062.0703125, 'Low': 57217.82421875, 'Open': 58969.80078125, 'Volume': 24592449997.0, 'Rsi_14': 40.31670142302104, 'Sma_10': 60882.235156250004, 'Sma_50': 62040.85242187501, 'Roc_5': -3.6613331348177103, 'Bbl_20_2.0': 55877.95665175507, 'Bbm_20_2.0': 60132.483984374994, 'Bbu_20_2.0': 64387.01131699492, 'Bbb_20_2.0': 14.150512504108207, 'Bbp_20_2.0': 0.1701166212279972, 'Macd_12_26_9': -567.6348364065416, 'Macdh_12_26_9': -285.1920158628278, 'Macds_12_26_9': -282.44282054371376, 'Price_vs_sma10': -0.058420110002069765, 'Sma10_vs_sma50': -0.018675070061037528, 'Bb_position': 0.022481733503180237}",20512.868459080048,2.161650765213566,144430.55406848542,-3554.6404725828033
79,"{'Close': 59112.48046875, 'High': 59403.0703125, 'Low': 57136.02734375, 'Open': 57326.96875, 'Volume': 27036454524.0, 'Rsi_14': 46.32321256341268, 'Sma_10': 60384.047656250004, 'Sma_50': 62007.34617187501, 'Roc_5': 0.14375551913193188, 'Bbl_20_2.0': 55785.800309045946, 'Bbm_20_2.0': 60057.6296875, 'Bbu_20_2.0': 64329.45906595405, 'Bbb_20_2.0': 14.225767485935801, 'Bbp_20_2.0': 0.3893741843345765, 'Macd_12_26_9': -581.7414801447303, 'Macdh_12_26_9': -239.4389276808132, 'Macds_12_26_9': -342.3025524639171, 'Price_vs_sma10': -0.02105799854191112, 'Sma10_vs_sma50': -0.02617913224548376, 'Bb_position': 0.05171316855460204}",20512.868459080048,2.161650765213566,148293.40709802546,3862.8530295400415
80,"{'Close': 57431.0234375, 'High': 59815.05859375, 'Low': 57425.16796875, 'Open': 59106.19140625, 'Volume': 26666961053.0, 'Rsi_14': 42.03632571242782, 'Sma_10': 59709.250781250004, 'Sma_50': 61858.56359375001, 'Roc_5': -3.2955316365959293, 'Bbl_20_2.0': 55597.3227384013, 'Bbm_20_2.0': 59992.31738281249, 'Bbu_20_2.0': 64387.312027223685, 'Bbb_20_2.0': 14.651858225001114, 'Bbp_20_2.0': 0.2086123928991004, 'Macd_12_26_9': -720.2974857926602, 'Macdh_12_26_9': -302.39594666299445, 'Macds_12_26_9': -417.9015391296657, 'Price_vs_sma10': -0.03815534969776269, 'Sma10_vs_sma50': -0.0347455984690399, 'Bb_position': 0.028479224265852095}",30769.30268862007,1.9881436792613514,144950.42892939624,-3342.9781686292263
81,"{'Close': 57971.5390625, 'High': 58511.5703125, 'Low': 55673.1640625, 'Open': 57430.34765625, 'Volume': 35627680312.0, 'Rsi_14': 43.83565725734847, 'Sma_10': 59073.050390625, 'Sma_50': 61716.051406250015, 'Roc_5': -1.9417247356485339, 'Bbl_20_2.0': 55662.20207462246, 'Bbm_20_2.0': 60012.88945312499, 'Bbu_20_2.0': 64363.57683162752, 'Bbb_20_2.0': 14.49917648741368, 'Bbp_20_2.0': 0.2653990952427838, 'Macd_12_26_9': -777.5261869607784, 'Macdh_12_26_9': -287.6997182648902, 'Macds_12_26_9': -489.82646869588825, 'Price_vs_sma10': -0.01864659638940557, 'Sma10_vs_sma50': -0.04282518008527933, 'Bb_position': 0.03587956265884154}",46148.543198029016,1.7203573925317481,145880.3089806439,929.8800512476591
82,"{'Close': 56160.48828125, 'High': 58300.58203125, 'Low': 55712.453125, 'Open': 57971.703125, 'Volume': 31030280656.0, 'Rsi_14': 39.42014986730098, 'Sma_10': 58401.033203125, 'Sma_50': 61556.88531250001, 'Roc_5': -4.764142775703759, 'Bbl_20_2.0': 55216.731162017386, 'Bbm_20_2.0': 59876.208593749994, 'Bbu_20_2.0': 64535.6860254826, 'Bbb_20_2.0': 15.563702315710666, 'Bbp_20_2.0': 0.10127285012749614, 'Macd_12_26_9': -957.9740785516333, 'Macdh_12_26_9': -374.51808788459596, 'Macds_12_26_9': -583.4559906670373, 'Price_vs_sma10': -0.038364816493608025, 'Sma10_vs_sma50': -0.05126724806419289, 'Bb_position': 0.014623802385240959}",18459.417279211608,2.197990492611519,141899.63658181974,-3980.6723988241574
83,"{'Close': 53948.75390625, 'High': 56976.109375, 'Low': 52598.69921875, 'Open': 56160.19140625, 'Volume': 49361693566.0, 'Rsi_14': 34.80878973818152, 'Sma_10': 57845.4953125, 'Sma_50': 61356.3790625, 'Roc_5': -5.890458984724359, 'Bbl_20_2.0': 54237.57466916239, 'Bbm_20_2.0': 59599.69765625, 'Bbu_20_2.0': 64961.8206433376, 'Bbb_20_2.0': 17.99379257933299, 'Bbp_20_2.0': -0.026931568299337374, 'Macd_12_26_9': -1264.8681992732236, 'Macdh_12_26_9': -545.1297668849489, 'Macds_12_26_9': -719.7384323882746, 'Price_vs_sma10': -0.0673646475874837, 'Sma10_vs_sma50': -0.05722116923529126, 'Bb_position': -0.00444600782509033}",18459.417279211608,2.197990492611519,137038.26545338766,-4861.371128432074
84,"{'Close': 54139.6875, 'High': 54838.14453125, 'Low': 53740.0703125, 'Open': 53949.0859375, 'Volume': 19061486526.0, 'Rsi_14': 35.51014208053015, 'Sma_10': 57356.7015625, 'Sma_50': 61104.96968749999, 'Roc_5': -8.41242480321712, 'Bbl_20_2.0': 53503.04704864709, 'Bbm_20_2.0': 59382.4837890625, 'Bbu_20_2.0': 65261.92052947791, 'Bbb_20_2.0': 19.801922604989887, 'Bbp_20_2.0': 0.05414127912769503, 'Macd_12_26_9': -1475.666688664518, 'Macdh_12_26_9': -604.7426050209947, 'Macds_12_26_9': -870.9240836435233, 'Price_vs_sma10': -0.056087849804168186, 'Sma10_vs_sma50': -0.06134146116378426, 'Bb_position': 0.009755159612033645}",18459.417279211608,2.197990492611519,137457.93567717032,419.6702237826539
85,"{'Close': 54841.56640625, 'High': 55300.859375, 'Low': 53653.7578125, 'Open': 54147.93359375, 'Volume': 18268287531.0, 'Rsi_14': 38.14458888090166, 'Sma_10': 56902.040234374996, 'Sma_50': 60858.528046875, 'Roc_5': -4.508812269501009, 'Bbl_20_2.0': 52930.69079416068, 'Bbm_20_2.0': 59149.889453125004, 'Bbu_20_2.0': 65369.08811208933, 'Bbb_20_2.0': 21.02860619508987, 'Bbp_20_2.0': 0.15362715655778214, 'Macd_12_26_9': -1568.015145795427, 'Macdh_12_26_9': -557.672849721523, 'Macds_12_26_9': -1010.3422960739041, 'Price_vs_sma10': -0.03621089542023567, 'Sma10_vs_sma50': -0.06501123079172408, 'Bb_position': 0.02923209834000922}",12921.592095448126,2.3002782123875796,139072.4524329516,1614.516755781282
86,"{'Close': 57019.53515625, 'High': 58041.125, 'Low': 54598.43359375, 'Open': 54851.88671875, 'Volume': 34618096173.0, 'Rsi_14': 45.57436390145826, 'Sma_10': 56692.04609375, 'Sma_50': 60635.82828125, 'Roc_5': -1.6421918783691944, 'Bbl_20_2.0': 52758.318443298784, 'Bbm_20_2.0': 59050.22656250001, 'Bbu_20_2.0': 65342.13468170123, 'Bbb_20_2.0': 21.310360638639498, 'Bbp_20_2.0': 0.33862674344743854, 'Macd_12_26_9': -1448.7577102621435, 'Macdh_12_26_9': -350.7323313505915, 'Macds_12_26_9': -1098.025378911552, 'Price_vs_sma10': 0.005776631557069538, 'Sma10_vs_sma50': -0.06504046038931577, 'Bb_position': 0.06521391952847465}",7752.955257268875,2.3945249156981947,144287.65287043867,5215.200437487074
87,"{'Close': 57648.7109375, 'High': 58029.9765625, 'Low': 56419.4140625, 'Open': 57020.09765625, 'Volume': 28857630507.0, 'Rsi_14': 47.53489418406186, 'Sma_10': 56559.92734375, 'Sma_50': 60437.097499999996, 'Roc_5': 2.649946077386341, 'Bbl_20_2.0': 52635.30486950557, 'Bbm_20_2.0': 58873.90253906251, 'Bbu_20_2.0': 65112.50020861945, 'Bbb_20_2.0': 21.193083524292163, 'Bbp_20_2.0': 0.40180552854520574, 'Macd_12_26_9': -1288.6216775336507, 'Macdh_12_26_9': -152.47703889767877, 'Macds_12_26_9': -1136.144638635972, 'Price_vs_sma10': 0.01925008826713621, 'Sma10_vs_sma50': -0.06415215681477747, 'Bb_position': 0.07699606146180156}",7214.3829620664965,2.403970315309513,145800.17277167534,1512.5199012366647
88,"{'Close': 57343.171875, 'High': 57991.3203125, 'Low': 55567.33984375, 'Open': 57650.2890625, 'Volume': 37049062672.0, 'Rsi_14': 46.65595951599595, 'Sma_10': 56561.695703125, 'Sma_50': 60265.407499999994, 'Roc_5': 6.2919302541235425, 'Bbl_20_2.0': 52489.99659152252, 'Bbm_20_2.0': 58721.96542968751, 'Bbu_20_2.0': 64953.9342678525, 'Bbb_20_2.0': 21.225341463160063, 'Bbp_20_2.0': 0.3893773709005342, 'Macd_12_26_9': -1172.8473129739068, 'Macdh_12_26_9': -29.362139470347756, 'Macds_12_26_9': -1143.485173503559, 'Price_vs_sma10': 0.013816349778067658, 'Sma10_vs_sma50': -0.061456678889543655, 'Bb_position': 0.07471718746803382}",10821.574443099744,2.341398378793118,145084.7841060799,-715.3886655954411
89,"{'Close': 58127.01171875, 'High': 58534.359375, 'Low': 57330.1015625, 'Open': 57343.171875, 'Volume': 33835707949.0, 'Rsi_14': 49.24857199519281, 'Sma_10': 56463.148828125, 'Sma_50': 60120.505078124996, 'Roc_5': 7.364882220182745, 'Bbl_20_2.0': 52726.161058142854, 'Bbm_20_2.0': 58423.59824218751, 'Bbu_20_2.0': 64121.03542623216, 'Bbb_20_2.0': 19.50389005629767, 'Bbp_20_2.0': 0.4739719356390552, 'Macd_12_26_9': -1006.2465861054588, 'Macdh_12_26_9': 109.79086991848021, 'Macds_12_26_9': -1116.037456023939, 'Price_vs_sma10': 0.029468120803709242, 'Sma10_vs_sma50': -0.060833757887552006, 'Bb_position': 0.08422899949612538}",10821.574443099744,2.341398378793118,146920.06544546958,1835.2813393896795
90,"{'Close': 60571.30078125, 'High': 60648.0234375, 'Low': 57650.11328125, 'Open': 58130.32421875, 'Volume': 32490528356.0, 'Rsi_14': 56.369714355428414, 'Sma_10': 56777.1765625, 'Sma_50': 60016.386562499996, 'Roc_5': 10.44779489439786, 'Bbl_20_2.0': 53112.787413180005, 'Bbm_20_2.0': 58243.21367187501, 'Bbu_20_2.0': 63373.63993057002, 'Bbb_20_2.0': 17.6172499257967, 'Bbp_20_2.0': 0.726890222369863, 'Macd_12_26_9': -669.2657314523385, 'Macdh_12_26_9': 357.41737965728043, 'Macds_12_26_9': -1026.683111109619, 'Price_vs_sma10': 0.06682481321651232, 'Sma10_vs_sma50': -0.05397209304873334, 'Bb_position': 0.11769109958401136}",7345.684731976106,2.4011965622597287,152789.2839395136,5869.218494044035
91,"{'Close': 60005.12109375, 'High': 60656.72265625, 'Low': 59517.8828125, 'Open': 60569.1171875, 'Volume': 16428405496.0, 'Rsi_14': 54.46340832940397, 'Sma_10': 56980.534765625, 'Sma_50': 59858.247734375, 'Roc_5': 5.236075547299065, 'Bbl_20_2.0': 53671.48137157453, 'Bbm_20_2.0': 58026.79257812501, 'Bbu_20_2.0': 62382.103784675484, 'Bbb_20_2.0': 15.011380133363929, 'Bbp_20_2.0': 0.7271167801567825, 'Macd_12_26_9': -442.7877636306366, 'Macdh_12_26_9': 467.1162779831859, 'Macds_12_26_9': -909.9040416138225, 'Price_vs_sma10': 0.0530810449667745, 'Sma10_vs_sma50': -0.048075462908971925, 'Bb_position': 0.1015297551367827}",7345.684731976106,2.4011965622597287,151429.77522026733,-1359.5087192462815
92,"{'Close': 59182.8359375, 'High': 60381.91796875, 'Low': 58696.30859375, 'Open': 60000.7265625, 'Volume': 18120960867.0, 'Rsi_14': 51.72738282320022, 'Sma_10': 57282.76953125, 'Sma_50': 59685.637734375, 'Roc_5': 2.6611609783664125, 'Bbl_20_2.0': 54080.76477558768, 'Bbm_20_2.0': 57841.901367187515, 'Bbu_20_2.0': 61603.03795878735, 'Bbb_20_2.0': 13.004885740956798, 'Bbp_20_2.0': 0.678261881435966, 'Macd_12_26_9': -325.8971430309466, 'Macdh_12_26_9': 467.20551886630074, 'Macds_12_26_9': -793.1026618972473, 'Price_vs_sma10': 0.033169946596479406, 'Sma10_vs_sma50': -0.04025873383172557, 'Bb_position': 0.08282174598800827}",50570.91187846348,1.68083759358181,150047.64741699805,-1382.127803269279
93,"{'Close': 58192.5078125, 'High': 59205.51171875, 'Low': 57501.33984375, 'Open': 59185.2265625, 'Volume': 32032822113.0, 'Rsi_14': 48.56318358980175, 'Sma_10': 57707.144921875, 'Sma_50': 59484.370546875005, 'Roc_5': 1.481145722722545, 'Bbl_20_2.0': 54092.2691808328, 'Bbm_20_2.0': 57776.32011718751, 'Bbu_20_2.0': 61460.37105354222, 'Bbb_20_2.0': 12.752805747691655, 'Bbp_20_2.0': 0.5564850625714064, 'Macd_12_26_9': -309.60277910775767, 'Macdh_12_26_9': 386.79990623159176, 'Macds_12_26_9': -696.4026853393494, 'Price_vs_sma10': 0.008410793694300676, 'Sma10_vs_sma50': -0.029877186371158004, 'Bb_position': 0.06671353526478399}",20228.364751385394,2.193529265861951,147875.33369200438,-2172.31372499367
94,"{'Close': 60308.5390625, 'High': 61316.08984375, 'Low': 57628.0703125, 'Open': 58192.5078125, 'Volume': 38075570118.0, 'Rsi_14': 54.90993930528703, 'Sma_10': 58324.030078125, 'Sma_50': 59354.143046875, 'Roc_5': 3.7530354292173356, 'Bbl_20_2.0': 54022.61143714735, 'Bbm_20_2.0': 57840.36582031251, 'Bbu_20_2.0': 61658.120203477665, 'Bbb_20_2.0': 13.201003586406879, 'Bbp_20_2.0': 0.8232493495484146, 'Macd_12_26_9': -124.50808909264015, 'Macdh_12_26_9': 457.51567699736745, 'Macds_12_26_9': -582.0237660900076, 'Price_vs_sma10': 0.03402558056630783, 'Sma10_vs_sma50': -0.017355367559370994, 'Bb_position': 0.10194809061010113}",7393.766996895101,2.4140833927925893,152983.6095912595,5108.275899255124
95,"{'Close': 61649.6796875, 'High': 61664.06640625, 'Low': 59218.25390625, 'Open': 60309.0, 'Volume': 40990702891.0, 'Rsi_14': 58.41243878433203, 'Sma_10': 59004.841406249994, 'Sma_50': 59263.11632812499, 'Roc_5': 1.7803462899773401, 'Bbl_20_2.0': 53821.616811803644, 'Bbm_20_2.0': 57953.440820312506, 'Bbu_20_2.0': 62085.26482882137, 'Bbb_20_2.0': 14.259115421014554, 'Bbp_20_2.0': 0.9472890011258531, 'Macd_12_26_9': 128.91359070943145, 'Macdh_12_26_9': 568.7498854395512, 'Macds_12_26_9': -439.8362947301198, 'Price_vs_sma10': 0.04482408931565835, 'Sma10_vs_sma50': -0.004358105646098537, 'Bb_position': 0.1260856806728542}",51070.71977520442,1.6898583749548126,155249.9473084079,2266.337717148388
96,"{'Close': 62940.45703125, 'High': 63872.44140625, 'Low': 61609.8671875, 'Open': 61651.15625, 'Volume': 42710252573.0, 'Rsi_14': 61.511234456467726, 'Sma_10': 59596.93359374999, 'Sma_50': 59229.54046875, 'Roc_5': 4.891809038955073, 'Bbl_20_2.0': 53468.17657420024, 'Bbm_20_2.0': 58144.48984375001, 'Bbu_20_2.0': 62820.80311329978, 'Bbb_20_2.0': 16.085146785589796, 'Bbp_20_2.0': 1.0127936165792568, 'Macd_12_26_9': 428.9622323269068, 'Macdh_12_26_9': 695.0388216456213, 'Macds_12_26_9': -266.07658931871447, 'Price_vs_sma10': 0.056102272984237006, 'Sma10_vs_sma50': 0.006202869752025761, 'Bb_position': 0.15078254316434211}",15321.215932561332,2.269739795650849,158179.67601284175,2929.728704433859
97,"{'Close': 63192.9765625, 'High': 64119.53125, 'Low': 62364.60546875, 'Open': 62941.42578125, 'Volume': 35177164222.0, 'Rsi_14': 62.1061111962507, 'Sma_10': 60151.36015624999, 'Sma_50': 59186.24999999999, 'Roc_5': 6.77585073691789, 'Bbl_20_2.0': 53168.88425284391, 'Bbm_20_2.0': 58355.64375000001, 'Bbu_20_2.0': 63542.40324715611, 'Bbb_20_2.0': 17.776376589645956, 'Bbp_20_2.0': 0.9663155111734313, 'Macd_12_26_9': 679.298626601827, 'Macdh_12_26_9': 756.3001727364332, 'Macds_12_26_9': -77.00154613460617, 'Price_vs_sma10': 0.0505660453620511, 'Sma10_vs_sma50': 0.01630632378719715, 'Bb_position': 0.15775437813810927}",9192.729559536798,2.3671093837042334,158777.41736483222,597.7413519904658
98,"{'Close': 63394.83984375, 'High': 63543.359375, 'Low': 62783.10546875, 'Open': 63184.33984375, 'Volume': 14408616220.0, 'Rsi_14': 62.603697827326386, 'Sma_10': 60756.526953125, 'Sma_50': 59225.84546874999, 'Roc_5': 8.939865674825784, 'Bbl_20_2.0': 53034.406845625854, 'Bbm_20_2.0': 58659.111328125, 'Bbu_20_2.0': 64283.815810624146, 'Bbb_20_2.0': 19.177598688926256, 'Bbp_20_2.0': 0.9209757624031512, 'Macd_12_26_9': 883.7928881237531, 'Macdh_12_26_9': 768.6355474066874, 'Macds_12_26_9': 115.15734071706568, 'Price_vs_sma10': 0.04342435328241384, 'Sma10_vs_sma50': 0.025844822851581944, 'Bb_position': 0.1611670506406355}",7938.841247615978,2.3869515937112378,159259.25524572373,481.83788089151494
99,"{'Close': 63648.7109375, 'High': 63993.421875, 'Low': 62440.7265625, 'Open': 63396.8046875, 'Volume': 20183348802.0, 'Rsi_14': 63.257148772473414, 'Sma_10': 61308.696874999994, 'Sma_50': 59285.2178125, 'Roc_5': 5.538472539582586, 'Bbl_20_2.0': 52834.583394979505, 'Bbm_20_2.0': 58885.9228515625, 'Bbu_20_2.0': 64937.262308145495, 'Bbb_20_2.0': 20.55275408296476, 'Bbp_20_2.0': 0.8935317230267313, 'Macd_12_26_9': 1054.1893012036235, 'Macdh_12_26_9': 751.2255683892463, 'Macds_12_26_9': 302.96373281437724, 'Price_vs_sma10': 0.03816773446140884, 'Sma10_vs_sma50': 0.03413125796213832, 'Bb_position': 0.16653192879004403}",7938.841247615978,2.3869515937112378,159865.23325754752,605.9780118237832
100,"{'Close': 63329.80078125, 'High': 64733.55859375, 'Low': 62628.078125, 'Open': 63643.1015625, 'Volume': 31400285425.0, 'Rsi_14': 61.79636137345757, 'Sma_10': 61584.546875, 'Sma_50': 59389.474296875, 'Roc_5': 2.7252714081670386, 'Bbl_20_2.0': 52859.12963047481, 'Bbm_20_2.0': 59180.86171874999, 'Bbu_20_2.0': 65502.59380702517, 'Bbb_20_2.0': 21.364109628272942, 'Bbp_20_2.0': 0.8281489158797936, 'Macd_12_26_9': 1150.2370847282655, 'Macdh_12_26_9': 677.8186815311105, 'Macds_12_26_9': 472.41840319715493, 'Price_vs_sma10': 0.0283391531611395, 'Sma10_vs_sma50': 0.03696063324541841, 'Bb_position': 0.15985124469456058}",7938.841247615978,2.3869515937112378,159104.01015183586,-761.2231057116587
101,"{'Close': 64301.96875, 'High': 64695.21484375, 'Low': 62737.41796875, 'Open': 63326.83984375, 'Volume': 29938335243.0, 'Rsi_14': 64.4885382591416, 'Sma_10': 62014.231640625, 'Sma_50': 59595.68453125, 'Roc_5': 2.1631741855226885, 'Bbl_20_2.0': 52807.4069185657, 'Bbm_20_2.0': 59497.38320312499, 'Bbu_20_2.0': 66187.35948768428, 'Bbb_20_2.0': 22.48830427287738, 'Bbp_20_2.0': 0.8590883840622998, 'Macd_12_26_9': 1289.9319430056566, 'Macdh_12_26_9': 654.0108318468014, 'Macds_12_26_9': 635.9211111588553, 'Price_vs_sma10': 0.0368905176900768, 'Sma10_vs_sma50': 0.040582587957468566, 'Bb_position': 0.17366702525084318}",23055.358138037966,2.148256434340114,161192.4762459624,2088.4660941265465
102,"{'Close': 63143.14453125, 'High': 64804.50390625, 'Low': 62945.375, 'Open': 64302.58984375, 'Volume': 25078377700.0, 'Rsi_14': 59.138802539099764, 'Sma_10': 62410.262500000004, 'Sma_50': 59737.861093750005, 'Roc_5': -0.07885691410771643, 'Bbl_20_2.0': 53160.96519716394, 'Bbm_20_2.0': 59846.51601562499, 'Bbu_20_2.0': 66532.06683408604, 'Bbb_20_2.0': 22.34232253959632, 'Bbp_20_2.0': 0.746548759043302, 'Macd_12_26_9': 1292.2375843995615, 'Macdh_12_26_9': 525.0531785925649, 'Macds_12_26_9': 767.1844058069966, 'Price_vs_sma10': 0.011742973060720512, 'Sma10_vs_sma50': 0.04473547189873518, 'Bb_position': 0.15003561153419542}",11527.679069018983,2.327530557560781,158495.27746598027,-2697.1987799821363
103,"{'Close': 65181.01953125, 'High': 65790.796875, 'Low': 62669.26953125, 'Open': 63138.546875, 'Volume': 36873129847.0, 'Rsi_14': 64.68674786145363, 'Sma_10': 63109.113671875006, 'Sma_50': 59940.93226562501, 'Roc_5': 2.8175474406156997, 'Bbl_20_2.0': 53924.56397490044, 'Bbm_20_2.0': 60408.12929687499, 'Bbu_20_2.0': 66891.69461884955, 'Bbb_20_2.0': 21.465870231177508, 'Bbp_20_2.0': 0.8680760505487922, 'Macd_12_26_9': 1441.8831714244225, 'Macdh_12_26_9': 539.7590124939406, 'Macds_12_26_9': 902.1241589304818, 'Price_vs_sma10': 0.03283053332277035, 'Sma10_vs_sma50': 0.0528550572455292, 'Bb_position': 0.16827882176537923}",8069.375348313288,2.382299824222725,163350.10672026814,4854.829254287877
104,"{'Close': 65790.6640625, 'High': 66480.6953125, 'Low': 64852.9921875, 'Open': 65180.6640625, 'Volume': 32058813449.0, 'Rsi_14': 66.1667052099568, 'Sma_10': 63657.326171875, 'Sma_50': 60022.5428125, 'Roc_5': 3.3652733785972444, 'Bbl_20_2.0': 54791.10264208297, 'Bbm_20_2.0': 60990.67812499999, 'Bbu_20_2.0': 67190.25360791701, 'Bbb_20_2.0': 20.329583711828977, 'Bbp_20_2.0': 0.8871221465668423, 'Macd_12_26_9': 1591.3277600886286, 'Macdh_12_26_9': 551.3628809265174, 'Macds_12_26_9': 1039.9648791621112, 'Price_vs_sma10': 0.03351284163059222, 'Sma10_vs_sma50': 0.060556970582359836, 'Bb_position': 0.16370769315151018}",8069.375348313288,2.382299824222725,164802.46277990338,1452.3560596352327
105,"{'Close': 65887.6484375, 'High': 66255.53125, 'Low': 65458.03515625, 'Open': 65792.1796875, 'Volume': 15243637984.0, 'Rsi_14': 66.40789475529479, 'Sma_10': 64081.12304687501, 'Sma_50': 60122.693515625004, 'Roc_5': 4.038932105731966, 'Bbl_20_2.0': 55691.61362912508, 'Bbm_20_2.0': 61542.98222656249, 'Bbu_20_2.0': 67394.35082399989, 'Bbb_20_2.0': 19.015551036822856, 'Bbp_20_2.0': 0.8712521385885903, 'Macd_12_26_9': 1698.0158322889256, 'Macdh_12_26_9': 526.4407625014514, 'Macds_12_26_9': 1171.5750697874741, 'Price_vs_sma10': 0.02819122550807246, 'Sma10_vs_sma50': 0.06583919148967046, 'Bb_position': 0.15128916123848166}",12104.06302246993,2.3209736811954444,165027.5609617656,225.09818186220946
106,"{'Close': 65635.3046875, 'High': 66069.34375, 'Low': 65450.015625, 'Open': 65888.8984375, 'Volume': 14788214575.0, 'Rsi_14': 65.10736653609888, 'Sma_10': 64350.60781250001, 'Sma_50': 60216.483359375, 'Roc_5': 2.0735538326732805, 'Bbl_20_2.0': 56257.5537134827, 'Bbm_20_2.0': 61973.770703124996, 'Bbu_20_2.0': 67689.98769276729, 'Bbb_20_2.0': 18.4472137963813, 'Bbp_20_2.0': 0.8202759789393627, 'Macd_12_26_9': 1742.1227597132165, 'Macdh_12_26_9': 456.4381519405938, 'Macds_12_26_9': 1285.6846077726227, 'Price_vs_sma10': 0.01996402083323347, 'Sma10_vs_sma50': 0.06865436542436976, 'Bb_position': 0.13853970570331947}",18160.574509766728,2.229051877474647,164465.0736520591,-562.4873097064847
107,"{'Close': 63329.5, 'High': 65635.0546875, 'Low': 62873.6171875, 'Open': 65634.65625, 'Volume': 37112957475.0, 'Rsi_14': 54.58754689716752, 'Sma_10': 64364.260156250006, 'Sma_50': 60308.683671875, 'Roc_5': 0.295131752042807, 'Bbl_20_2.0': 56892.71456330651, 'Bbm_20_2.0': 62257.810156249994, 'Bbu_20_2.0': 67622.90574919348, 'Bbb_20_2.0': 17.23509252727833, 'Bbp_20_2.0': 0.5998761182521669, 'Macd_12_26_9': 1572.8873829406366, 'Macdh_12_26_9': 229.7622201344111, 'Macds_12_26_9': 1343.1251628062255, 'Price_vs_sma10': -0.016076626278901256, 'Sma10_vs_sma50': 0.0672469740251739, 'Bb_position': 0.09518646626287959}",27240.861764650093,2.090707318885088,159644.31091598328,-4820.76273607582
108,"{'Close': 60837.0078125, 'High': 64110.98046875, 'Low': 60189.27734375, 'Open': 63335.60546875, 'Volume': 50220923500.0, 'Rsi_14': 45.9454916371336, 'Sma_10': 64108.476953125006, 'Sma_50': 60338.333515624996, 'Roc_5': -6.664534783269741, 'Bbl_20_2.0': 57533.95530908279, 'Bbm_20_2.0': 62432.501953125, 'Bbu_20_2.0': 67331.04859716722, 'Bbb_20_2.0': 15.692296450717594, 'Bbp_20_2.0': 0.3371461724708184, 'Macd_12_26_9': 1223.5396353787582, 'Macdh_12_26_9': -95.66842194197375, 'Macds_12_26_9': 1319.208057320732, 'Price_vs_sma10': -0.05103021154311694, 'Sma10_vs_sma50': 0.06248338689240907, 'Bb_position': 0.04905689978451007}",16344.517058790056,2.2627652809068954,154004.3861311766,-5639.924784806673
109,"{'Close': 60632.78515625, 'High': 62357.6875, 'Low': 59996.94921875, 'Open': 60836.32421875, 'Volume': 40762722398.0, 'Rsi_14': 45.312502428090596, 'Sma_10': 63806.88437500001, 'Sma_50': 60338.797890625, 'Roc_5': -7.839834085502016, 'Bbl_20_2.0': 58007.0788084302, 'Bbm_20_2.0': 62557.790624999994, 'Bbu_20_2.0': 67108.5024415698, 'Bbb_20_2.0': 14.548825241763568, 'Bbp_20_2.0': 0.28849402617182063, 'Macd_12_26_9': 919.5993974983212, 'Macdh_12_26_9': -319.6869278579288, 'Macds_12_26_9': 1239.28632535625, 'Price_vs_sma10': -0.04974540364791175, 'Sma10_vs_sma50': 0.05747689058475352, 'Bb_position': 0.03912628433492403}",8172.258529395028,2.397095663403385,153514.84488751105,-489.5412436655606
110,"{'Close': 60759.40234375, 'High': 61469.0390625, 'Low': 59878.8046875, 'Open': 60632.484375, 'Volume': 36106447279.0, 'Rsi_14': 45.810971473253566, 'Sma_10': 63549.84453125, 'Sma_50': 60379.240546875, 'Roc_5': -7.783319355545941, 'Bbl_20_2.0': 58033.02288170489, 'Bbm_20_2.0': 62567.195703125, 'Bbu_20_2.0': 67101.3685245451, 'Bbb_20_2.0': 14.49377032313961, 'Bbp_20_2.0': 0.3006479427918237, 'Macd_12_26_9': 681.0903326632397, 'Macdh_12_26_9': -446.5567941544084, 'Macds_12_26_9': 1127.647126817648, 'Price_vs_sma10': -0.04390950454847809, 'Sma10_vs_sma50': 0.052511491626224094, 'Bb_position': 0.04063075794121579}",7675.7426154053965,2.40528456504645,153819.39525427436,304.55036676331656
111,"{'Close': 62067.4765625, 'High': 62465.9921875, 'Low': 60459.94140625, 'Open': 60754.625, 'Volume': 29585472513.0, 'Rsi_14': 50.80024683581658, 'Sma_10': 63326.395312500004, 'Sma_50': 60469.388125, 'Roc_5': -5.435836920369289, 'Bbl_20_2.0': 58290.29274865129, 'Bbm_20_2.0': 62670.3134765625, 'Bbu_20_2.0': 67050.33420447371, 'Bbb_20_2.0': 13.977976125966727, 'Bbp_20_2.0': 0.43118332634581075, 'Macd_12_26_9': 590.8103439586775, 'Macdh_12_26_9': -429.4694262871765, 'Macds_12_26_9': 1020.279770245854, 'Price_vs_sma10': -0.019879842264628415, 'Sma10_vs_sma50': 0.047247165484693036, 'Bb_position': 0.056333556851931206}",51518.83840706609,1.683699195532515,156021.79876408057,2202.4035098062013
